"Date";"District";"PCR_Pos";"PCR_Neg";"PCR_Total"
2020-12-27;"Okres Brezno";2;29;31
2020-12-27;"Okres Bytča";0;1;1
2020-12-27;"Okres Čadca";1;3;4
2020-12-27;"Okres Detva";4;6;10
2020-12-27;"Okres Dolný Kubín";2;21;23
2020-12-27;"Okres Dunajská Streda";1;19;20
2020-12-27;"Okres Galanta";5;11;16
2020-12-27;"Okres Gelnica";1;3;4
2020-12-27;"Okres Hlohovec";2;14;16
2020-12-27;"Okres Humenné";3;6;9
2020-12-27;"Okres Ilava";0;4;4
2020-12-27;"Okres Kežmarok";3;1;4
2020-12-27;"Okres Komárno";0;9;9
2020-12-27;"Okres Košice - okolie";22;64;86
2020-12-27;"Okres Košice I";6;8;14
2020-12-27;"Okres Košice II";5;26;31
2020-12-27;"Okres Košice III";3;5;8
2020-12-27;"Okres Košice IV";4;12;16
2020-12-27;"Okres Krupina";0;4;4
2020-12-27;"Okres Kysucké Nové Mesto";0;1;1
2020-12-27;"Okres Levice";2;13;15
2020-12-27;"Okres Levoča";1;2;3
2020-12-27;"Okres Liptovský Mikuláš";6;22;28
2020-12-27;"Okres Lučenec";3;3;6
2020-12-27;"Okres Malacky";14;32;46
2020-12-27;"Okres Martin";2;12;14
2020-12-27;"Okres Medzilaborce";0;4;4
2020-12-27;"Okres Michalovce";22;55;77
2020-12-27;"Okres Myjava";0;1;1
2020-12-27;"Okres Námestovo";1;18;19
2020-12-27;"Okres Nitra";4;16;20
2020-12-27;"Okres Nové Mesto nad Váhom";1;5;6
2020-12-27;"Okres Nové Zámky";20;27;47
2020-12-27;"Okres Partizánske";3;1;4
2020-12-27;"Okres Pezinok";7;38;45
2020-12-27;"Okres Piešťany";1;3;4
2020-12-27;"Okres Poltár";1;2;3
2020-12-27;"Okres Poprad";2;15;17
2020-12-27;"Okres Prešov";11;38;49
2020-12-27;"Okres Prievidza";2;4;6
2020-12-27;"Okres Púchov";1;0;1
2020-12-27;"Okres Revúca";6;5;11
2020-12-27;"Okres Rimavská Sobota";70;71;141
2020-12-27;"Okres Rožňava";25;31;56
2020-12-27;"Okres Ružomberok";30;45;75
2020-12-27;"Okres Sabinov";7;11;18
2020-12-27;"Okres Senec";13;65;78
2020-12-27;"Okres Senica";1;3;4
2020-12-27;"Okres Skalica";0;1;1
2020-12-27;"Okres Snina";1;7;8
2020-12-27;"Okres Sobrance";2;2;4
2020-12-27;"Okres Spišská Nová Ves";4;9;13
2020-12-27;"Okres Stará Ľubovňa";0;2;2
2020-12-27;"Okres Stropkov";0;4;4
2020-12-27;"Okres Svidník";1;3;4
2020-12-27;"Okres Šaľa";0;8;8
2020-12-27;"Okres Topoľčany";2;3;5
2020-12-27;"Okres Trebišov";14;49;63
2020-12-27;"Okres Trenčín";2;8;10
2020-12-27;"Okres Trnava";19;64;83
2020-12-27;"Okres Tvrdošín";2;14;16
2020-12-27;"Okres Veľký Krtíš";0;1;1
2020-12-27;"Okres Vranov nad Topľou";8;21;29
2020-12-27;"Okres Zlaté Moravce";1;2;3
2020-12-27;"Okres Zvolen";6;38;44
2020-12-27;"Okres Žarnovica";2;5;7
2020-12-27;"Okres Žiar nad Hronom";8;20;28
2020-12-27;"Okres Žilina";0;7;7
2020-12-27;"Zahraničie";0;1;1
2020-12-27;NA;48;155;203
2020-12-26;"Neznáme";141;326;467
2020-12-26;"Okres Bánovce nad Bebravou";11;18;29
2020-12-26;"Okres Banská Bystrica";26;62;88
2020-12-26;"Okres Banská Štiavnica";0;2;2
2020-12-26;"Okres Bardejov";4;8;12
2020-12-26;"Okres Bratislava I";3;54;57
2020-12-26;"Okres Bratislava II";9;68;77
2020-12-26;"Okres Bratislava III";3;42;45
2020-12-26;"Okres Bratislava IV";8;38;46
2020-12-26;"Okres Bratislava V";7;62;69
2020-12-26;"Okres Brezno";6;14;20
2020-12-26;"Okres Bytča";13;15;28
2020-12-26;"Okres Čadca";5;12;17
2020-12-26;"Okres Detva";3;26;29
2020-12-26;"Okres Dolný Kubín";0;2;2
2020-12-26;"Okres Dunajská Streda";42;157;199
2020-12-26;"Okres Galanta";16;28;44
2020-12-26;"Okres Gelnica";2;13;15
2020-12-26;"Okres Hlohovec";6;12;18
2020-12-26;"Okres Humenné";9;28;37
2020-12-26;"Okres Ilava";36;48;84
2020-12-26;"Okres Kežmarok";2;15;17
2020-12-26;"Okres Komárno";9;20;29
2020-12-26;"Okres Košice - okolie";32;118;150
2020-12-26;"Okres Košice I";13;20;33
2020-12-26;"Okres Košice II";12;43;55
2020-12-26;"Okres Košice III";2;5;7
2020-12-26;"Okres Košice IV";2;20;22
2020-12-26;"Okres Krupina";1;14;15
2020-12-26;"Okres Kysucké Nové Mesto";8;13;21
2020-12-26;"Okres Levice";13;38;51
2020-12-26;"Okres Levoča";3;23;26
2020-12-26;"Okres Liptovský Mikuláš";0;2;2
2020-12-26;"Okres Lučenec";0;8;8
2020-12-26;"Okres Malacky";11;22;33
2020-12-26;"Okres Martin";5;17;22
2020-12-26;"Okres Medzilaborce";2;4;6
2020-12-26;"Okres Michalovce";21;70;91
2020-12-26;"Okres Myjava";3;11;14
2020-12-26;"Okres Námestovo";0;2;2
2020-12-26;"Okres Nitra";16;39;55
2020-12-26;"Okres Nové Mesto nad Váhom";13;48;61
2020-12-26;"Okres Nové Zámky";3;13;16
2020-12-26;"Okres Partizánske";0;6;6
2020-12-26;"Okres Pezinok";9;19;28
2020-12-26;"Okres Piešťany";3;14;17
2020-12-26;"Okres Poprad";9;47;56
2020-12-26;"Okres Považská Bystrica";5;9;14
2020-12-26;"Okres Prešov";16;21;37
2020-12-26;"Okres Prievidza";28;75;103
2020-12-26;"Okres Púchov";8;10;18
2020-12-26;"Okres Revúca";1;4;5
2020-12-26;"Okres Rimavská Sobota";7;11;18
2020-12-26;"Okres Rožňava";1;3;4
2020-12-26;"Okres Ružomberok";1;3;4
2020-12-26;"Okres Sabinov";2;11;13
2020-12-26;"Okres Senec";17;38;55
2020-12-26;"Okres Senica";6;20;26
2020-12-26;"Okres Skalica";10;10;20
2020-12-26;"Okres Snina";1;6;7
2020-12-26;"Okres Sobrance";2;14;16
2020-12-26;"Okres Spišská Nová Ves";5;23;28
2020-12-26;"Okres Stará Ľubovňa";2;7;9
2020-12-26;"Okres Stropkov";0;5;5
2020-12-26;"Okres Svidník";3;8;11
2020-12-26;"Okres Šaľa";8;27;35
2020-12-26;"Okres Topoľčany";1;1;2
2020-12-26;"Okres Trebišov";11;31;42
2020-12-26;"Okres Trenčín";68;194;262
2020-12-26;"Okres Trnava";15;66;81
2020-12-26;"Okres Tvrdošín";1;3;4
2020-12-26;"Okres Veľký Krtíš";0;7;7
2020-12-26;"Okres Vranov nad Topľou";19;25;44
2020-12-26;"Okres Zlaté Moravce";0;2;2
2020-12-26;"Okres Zvolen";12;61;73
2020-12-26;"Okres Žarnovica";1;3;4
2020-12-26;"Okres Žiar nad Hronom";5;5;10
2020-12-26;"Okres Žilina";76;97;173
2020-12-26;NA;53;137;190
2020-12-25;"Neznáme";61;189;250
2020-12-25;"Okres Bánovce nad Bebravou";7;30;37
2020-12-25;"Okres Banská Bystrica";18;49;67
2020-12-25;"Okres Banská Štiavnica";0;8;8
2020-12-25;"Okres Bardejov";18;84;102
2020-12-25;"Okres Bratislava I";5;32;37
2020-12-25;"Okres Bratislava II";13;52;65
2020-12-25;"Okres Bratislava III";6;28;34
2020-12-25;"Okres Bratislava IV";8;42;50
2020-12-25;"Okres Bratislava V";9;46;55
2020-12-25;"Okres Brezno";9;10;19
2020-12-25;"Okres Bytča";0;1;1
2020-12-25;"Okres Čadca";5;6;11
2020-12-25;"Okres Detva";2;1;3
2020-12-25;"Okres Dolný Kubín";3;4;7
2020-12-25;"Okres Dunajská Streda";30;91;121
2020-12-25;"Okres Galanta";16;61;77
2020-12-25;"Okres Gelnica";5;23;28
2020-12-25;"Okres Hlohovec";1;3;4
2020-12-25;"Okres Humenné";17;50;67
2020-12-25;"Okres Ilava";60;99;159
2020-12-25;"Okres Kežmarok";1;10;11
2020-12-25;"Okres Komárno";1;4;5
2020-12-25;"Okres Košice - okolie";36;128;164
2020-12-25;"Okres Košice I";11;36;47
2020-12-25;"Okres Košice II";14;44;58
2020-12-25;"Okres Košice III";5;15;20
2020-12-25;"Okres Košice IV";11;22;33
2020-12-25;"Okres Krupina";0;1;1
2020-12-25;"Okres Kysucké Nové Mesto";1;2;3
2020-12-25;"Okres Levice";1;2;3
2020-12-25;"Okres Levoča";8;11;19
2020-12-25;"Okres Liptovský Mikuláš";29;136;165
2020-12-25;"Okres Lučenec";1;9;10
2020-12-25;"Okres Malacky";6;29;35
2020-12-25;"Okres Martin";1;10;11
2020-12-25;"Okres Medzilaborce";2;5;7
2020-12-25;"Okres Michalovce";24;74;98
2020-12-25;"Okres Myjava";9;10;19
2020-12-25;"Okres Námestovo";1;5;6
2020-12-25;"Okres Nitra";21;42;63
2020-12-25;"Okres Nové Mesto nad Váhom";27;36;63
2020-12-25;"Okres Nové Zámky";3;14;17
2020-12-25;"Okres Partizánske";7;13;20
2020-12-25;"Okres Pezinok";5;30;35
2020-12-25;"Okres Piešťany";11;15;26
2020-12-25;"Okres Poprad";5;18;23
2020-12-25;"Okres Považská Bystrica";16;23;39
2020-12-25;"Okres Prešov";79;240;319
2020-12-25;"Okres Prievidza";15;43;58
2020-12-25;"Okres Púchov";17;26;43
2020-12-25;"Okres Revúca";2;3;5
2020-12-25;"Okres Rimavská Sobota";17;20;37
2020-12-25;"Okres Rožňava";4;28;32
2020-12-25;"Okres Ružomberok";24;43;67
2020-12-25;"Okres Sabinov";13;59;72
2020-12-25;"Okres Senec";20;37;57
2020-12-25;"Okres Senica";0;4;4
2020-12-25;"Okres Skalica";1;0;1
2020-12-25;"Okres Snina";1;5;6
2020-12-25;"Okres Sobrance";2;13;15
2020-12-25;"Okres Spišská Nová Ves";45;90;135
2020-12-25;"Okres Stará Ľubovňa";1;8;9
2020-12-25;"Okres Stropkov";2;18;20
2020-12-25;"Okres Svidník";30;89;119
2020-12-25;"Okres Šaľa";1;13;14
2020-12-25;"Okres Topoľčany";8;30;38
2020-12-25;"Okres Trebišov";26;125;151
2020-12-25;"Okres Trenčín";91;203;294
2020-12-25;"Okres Trnava";11;21;32
2020-12-25;"Okres Turčianske Teplice";0;1;1
2020-12-25;"Okres Tvrdošín";1;0;1
2020-12-25;"Okres Veľký Krtíš";1;2;3
2020-12-25;"Okres Vranov nad Topľou";45;106;151
2020-12-25;"Okres Zlaté Moravce";0;4;4
2020-12-25;"Okres Zvolen";10;17;27
2020-12-25;"Okres Žarnovica";3;5;8
2020-12-25;"Okres Žiar nad Hronom";10;37;47
2020-12-25;"Okres Žilina";3;3;6
2020-12-25;NA;61;209;270
2020-12-24;"Neznáme";354;1239;1593
2020-12-24;"Okres Bánovce nad Bebravou";25;69;94
2020-12-24;"Okres Banská Bystrica";146;435;581
2020-12-24;"Okres Banská Štiavnica";4;18;22
2020-12-24;"Okres Bardejov";62;169;231
2020-12-24;"Okres Bratislava I";30;406;436
2020-12-24;"Okres Bratislava II";93;617;710
2020-12-24;"Okres Bratislava III";57;434;491
2020-12-24;"Okres Bratislava IV";74;527;601
2020-12-24;"Okres Bratislava V";90;495;585
2020-12-24;"Okres Brezno";27;51;78
2020-12-24;"Okres Bytča";41;67;108
2020-12-24;"Okres Čadca";86;192;278
2020-12-24;"Okres Detva";10;46;56
2020-12-24;"Okres Dolný Kubín";8;84;92
2020-12-24;"Okres Dunajská Streda";36;195;231
2020-12-24;"Okres Galanta";34;92;126
2020-12-24;"Okres Gelnica";19;61;80
2020-12-24;"Okres Hlohovec";36;88;124
2020-12-24;"Okres Humenné";23;36;59
2020-12-24;"Okres Ilava";52;106;158
2020-12-24;"Okres Kežmarok";29;132;161
2020-12-24;"Okres Komárno";32;106;138
2020-12-24;"Okres Košice - okolie";72;209;281
2020-12-24;"Okres Košice I";12;57;69
2020-12-24;"Okres Košice II";18;70;88
2020-12-24;"Okres Košice III";8;20;28
2020-12-24;"Okres Košice IV";6;28;34
2020-12-24;"Okres Krupina";9;43;52
2020-12-24;"Okres Kysucké Nové Mesto";43;71;114
2020-12-24;"Okres Levice";42;124;166
2020-12-24;"Okres Levoča";28;108;136
2020-12-24;"Okres Liptovský Mikuláš";14;53;67
2020-12-24;"Okres Lučenec";24;100;124
2020-12-24;"Okres Malacky";42;223;265
2020-12-24;"Okres Martin";55;165;220
2020-12-24;"Okres Medzilaborce";6;17;23
2020-12-24;"Okres Michalovce";46;179;225
2020-12-24;"Okres Myjava";5;33;38
2020-12-24;"Okres Námestovo";4;20;24
2020-12-24;"Okres Nitra";192;372;564
2020-12-24;"Okres Nové Mesto nad Váhom";64;202;266
2020-12-24;"Okres Nové Zámky";118;296;414
2020-12-24;"Okres Partizánske";16;62;78
2020-12-24;"Okres Pezinok";53;222;275
2020-12-24;"Okres Piešťany";42;162;204
2020-12-24;"Okres Poltár";3;15;18
2020-12-24;"Okres Poprad";72;250;322
2020-12-24;"Okres Považská Bystrica";158;287;445
2020-12-24;"Okres Prešov";49;213;262
2020-12-24;"Okres Prievidza";54;150;204
2020-12-24;"Okres Púchov";79;120;199
2020-12-24;"Okres Revúca";24;57;81
2020-12-24;"Okres Rimavská Sobota";105;194;299
2020-12-24;"Okres Rožňava";42;176;218
2020-12-24;"Okres Ružomberok";70;137;207
2020-12-24;"Okres Sabinov";12;52;64
2020-12-24;"Okres Senec";62;383;445
2020-12-24;"Okres Senica";21;61;82
2020-12-24;"Okres Skalica";10;23;33
2020-12-24;"Okres Snina";12;35;47
2020-12-24;"Okres Sobrance";3;33;36
2020-12-24;"Okres Spišská Nová Ves";145;338;483
2020-12-24;"Okres Stará Ľubovňa";39;150;189
2020-12-24;"Okres Stropkov";17;41;58
2020-12-24;"Okres Svidník";48;102;150
2020-12-24;"Okres Šaľa";22;74;96
2020-12-24;"Okres Topoľčany";38;124;162
2020-12-24;"Okres Trebišov";87;241;328
2020-12-24;"Okres Trenčín";93;308;401
2020-12-24;"Okres Trnava";88;468;556
2020-12-24;"Okres Turčianske Teplice";6;13;19
2020-12-24;"Okres Tvrdošín";3;11;14
2020-12-24;"Okres Veľký Krtíš";20;97;117
2020-12-24;"Okres Vranov nad Topľou";57;151;208
2020-12-24;"Okres Zlaté Moravce";46;45;91
2020-12-24;"Okres Zvolen";62;225;287
2020-12-24;"Okres Žarnovica";17;22;39
2020-12-24;"Okres Žiar nad Hronom";18;58;76
2020-12-24;"Okres Žilina";233;475;708
2020-12-24;NA;103;608;711
2020-12-23;"Neznáme";301;1326;1627
2020-12-23;"Okres Bánovce nad Bebravou";19;48;67
2020-12-23;"Okres Banská Bystrica";75;215;290
2020-12-23;"Okres Banská Štiavnica";1;11;12
2020-12-23;"Okres Bardejov";27;91;118
2020-12-23;"Okres Bratislava I";35;472;507
2020-12-23;"Okres Bratislava II";49;662;711
2020-12-23;"Okres Bratislava III";65;442;507
2020-12-23;"Okres Bratislava IV";62;558;620
2020-12-23;"Okres Bratislava V";66;495;561
2020-12-23;"Okres Brezno";48;73;121
2020-12-23;"Okres Bytča";0;13;13
2020-12-23;"Okres Čadca";114;193;307
2020-12-23;"Okres Detva";20;45;65
2020-12-23;"Okres Dolný Kubín";13;51;64
2020-12-23;"Okres Dunajská Streda";89;339;428
2020-12-23;"Okres Galanta";27;108;135
2020-12-23;"Okres Gelnica";6;23;29
2020-12-23;"Okres Hlohovec";19;63;82
2020-12-23;"Okres Humenné";14;55;69
2020-12-23;"Okres Ilava";60;125;185
2020-12-23;"Okres Kežmarok";18;90;108
2020-12-23;"Okres Komárno";36;151;187
2020-12-23;"Okres Košice - okolie";26;110;136
2020-12-23;"Okres Košice I";4;12;16
2020-12-23;"Okres Košice II";4;14;18
2020-12-23;"Okres Košice III";1;4;5
2020-12-23;"Okres Košice IV";1;9;10
2020-12-23;"Okres Krupina";11;58;69
2020-12-23;"Okres Kysucké Nové Mesto";7;17;24
2020-12-23;"Okres Levice";43;203;246
2020-12-23;"Okres Levoča";20;79;99
2020-12-23;"Okres Liptovský Mikuláš";26;55;81
2020-12-23;"Okres Lučenec";47;128;175
2020-12-23;"Okres Malacky";29;151;180
2020-12-23;"Okres Martin";8;34;42
2020-12-23;"Okres Medzilaborce";18;35;53
2020-12-23;"Okres Michalovce";27;121;148
2020-12-23;"Okres Myjava";6;14;20
2020-12-23;"Okres Námestovo";5;77;82
2020-12-23;"Okres Nitra";129;281;410
2020-12-23;"Okres Nové Mesto nad Váhom";25;84;109
2020-12-23;"Okres Nové Zámky";28;79;107
2020-12-23;"Okres Partizánske";11;40;51
2020-12-23;"Okres Pezinok";18;157;175
2020-12-23;"Okres Piešťany";15;103;118
2020-12-23;"Okres Poltár";5;15;20
2020-12-23;"Okres Poprad";67;251;318
2020-12-23;"Okres Považská Bystrica";10;60;70
2020-12-23;"Okres Prešov";38;344;382
2020-12-23;"Okres Prievidza";55;118;173
2020-12-23;"Okres Púchov";18;58;76
2020-12-23;"Okres Revúca";14;29;43
2020-12-23;"Okres Rimavská Sobota";28;73;101
2020-12-23;"Okres Rožňava";5;36;41
2020-12-23;"Okres Ružomberok";16;37;53
2020-12-23;"Okres Sabinov";10;45;55
2020-12-23;"Okres Senec";33;264;297
2020-12-23;"Okres Senica";34;45;79
2020-12-23;"Okres Skalica";0;13;13
2020-12-23;"Okres Snina";11;41;52
2020-12-23;"Okres Sobrance";1;13;14
2020-12-23;"Okres Spišská Nová Ves";44;95;139
2020-12-23;"Okres Stará Ľubovňa";39;138;177
2020-12-23;"Okres Stropkov";18;39;57
2020-12-23;"Okres Svidník";64;181;245
2020-12-23;"Okres Šaľa";9;55;64
2020-12-23;"Okres Topoľčany";17;56;73
2020-12-23;"Okres Trebišov";116;287;403
2020-12-23;"Okres Trenčín";196;410;606
2020-12-23;"Okres Trnava";24;161;185
2020-12-23;"Okres Turčianske Teplice";1;4;5
2020-12-23;"Okres Tvrdošín";19;68;87
2020-12-23;"Okres Veľký Krtíš";31;108;139
2020-12-23;"Okres Vranov nad Topľou";22;67;89
2020-12-23;"Okres Zlaté Moravce";31;59;90
2020-12-23;"Okres Zvolen";39;207;246
2020-12-23;"Okres Žarnovica";1;25;26
2020-12-23;"Okres Žiar nad Hronom";19;46;65
2020-12-23;"Okres Žilina";9;70;79
2020-12-23;"Zahraničie";0;1;1
2020-12-23;NA;66;422;488
2020-12-22;"Neznáme";802;2241;3043
2020-12-22;"Okres Bánovce nad Bebravou";40;84;124
2020-12-22;"Okres Banská Bystrica";89;413;502
2020-12-22;"Okres Banská Štiavnica";6;32;38
2020-12-22;"Okres Bardejov";13;88;101
2020-12-22;"Okres Bratislava I";26;436;462
2020-12-22;"Okres Bratislava II";47;612;659
2020-12-22;"Okres Bratislava III";49;410;459
2020-12-22;"Okres Bratislava IV";50;556;606
2020-12-22;"Okres Bratislava V";50;494;544
2020-12-22;"Okres Brezno";30;88;118
2020-12-22;"Okres Bytča";18;42;60
2020-12-22;"Okres Čadca";8;34;42
2020-12-22;"Okres Detva";13;49;62
2020-12-22;"Okres Dolný Kubín";29;62;91
2020-12-22;"Okres Dunajská Streda";29;131;160
2020-12-22;"Okres Galanta";19;147;166
2020-12-22;"Okres Gelnica";12;28;40
2020-12-22;"Okres Hlohovec";29;85;114
2020-12-22;"Okres Humenné";21;91;112
2020-12-22;"Okres Ilava";73;129;202
2020-12-22;"Okres Kežmarok";33;88;121
2020-12-22;"Okres Komárno";43;118;161
2020-12-22;"Okres Košice - okolie";84;251;335
2020-12-22;"Okres Košice I";15;60;75
2020-12-22;"Okres Košice II";21;77;98
2020-12-22;"Okres Košice III";10;19;29
2020-12-22;"Okres Košice IV";14;37;51
2020-12-22;"Okres Krupina";6;51;57
2020-12-22;"Okres Kysucké Nové Mesto";14;28;42
2020-12-22;"Okres Levice";27;144;171
2020-12-22;"Okres Levoča";19;53;72
2020-12-22;"Okres Liptovský Mikuláš";171;232;403
2020-12-22;"Okres Lučenec";47;155;202
2020-12-22;"Okres Malacky";24;135;159
2020-12-22;"Okres Martin";94;326;420
2020-12-22;"Okres Medzilaborce";1;8;9
2020-12-22;"Okres Michalovce";39;89;128
2020-12-22;"Okres Myjava";22;81;103
2020-12-22;"Okres Námestovo";2;14;16
2020-12-22;"Okres Nitra";77;234;311
2020-12-22;"Okres Nové Mesto nad Váhom";114;304;418
2020-12-22;"Okres Nové Zámky";53;138;191
2020-12-22;"Okres Partizánske";11;29;40
2020-12-22;"Okres Pezinok";18;149;167
2020-12-22;"Okres Piešťany";37;171;208
2020-12-22;"Okres Poltár";14;33;47
2020-12-22;"Okres Poprad";84;223;307
2020-12-22;"Okres Považská Bystrica";131;301;432
2020-12-22;"Okres Prešov";161;492;653
2020-12-22;"Okres Prievidza";90;200;290
2020-12-22;"Okres Púchov";87;120;207
2020-12-22;"Okres Revúca";7;59;66
2020-12-22;"Okres Rimavská Sobota";12;55;67
2020-12-22;"Okres Rožňava";12;46;58
2020-12-22;"Okres Ružomberok";50;110;160
2020-12-22;"Okres Sabinov";21;61;82
2020-12-22;"Okres Senec";24;225;249
2020-12-22;"Okres Senica";22;71;93
2020-12-22;"Okres Skalica";11;59;70
2020-12-22;"Okres Snina";4;16;20
2020-12-22;"Okres Sobrance";8;14;22
2020-12-22;"Okres Spišská Nová Ves";77;265;342
2020-12-22;"Okres Stará Ľubovňa";4;15;19
2020-12-22;"Okres Stropkov";8;33;41
2020-12-22;"Okres Svidník";34;73;107
2020-12-22;"Okres Šaľa";19;68;87
2020-12-22;"Okres Topoľčany";7;54;61
2020-12-22;"Okres Trebišov";38;123;161
2020-12-22;"Okres Trenčín";84;339;423
2020-12-22;"Okres Trnava";78;437;515
2020-12-22;"Okres Turčianske Teplice";4;33;37
2020-12-22;"Okres Tvrdošín";0;7;7
2020-12-22;"Okres Veľký Krtíš";10;36;46
2020-12-22;"Okres Vranov nad Topľou";41;156;197
2020-12-22;"Okres Zlaté Moravce";8;22;30
2020-12-22;"Okres Zvolen";62;234;296
2020-12-22;"Okres Žarnovica";4;26;30
2020-12-22;"Okres Žiar nad Hronom";24;70;94
2020-12-22;"Okres Žilina";79;316;395
2020-12-22;NA;113;628;741
2020-12-21;"Neznáme";187;876;1063
2020-12-21;"Okres Bánovce nad Bebravou";15;50;65
2020-12-21;"Okres Banská Bystrica";60;211;271
2020-12-21;"Okres Banská Štiavnica";1;23;24
2020-12-21;"Okres Bardejov";15;76;91
2020-12-21;"Okres Bratislava I";26;291;317
2020-12-21;"Okres Bratislava II";56;575;631
2020-12-21;"Okres Bratislava III";56;371;427
2020-12-21;"Okres Bratislava IV";69;423;492
2020-12-21;"Okres Bratislava V";83;445;528
2020-12-21;"Okres Brezno";12;30;42
2020-12-21;"Okres Bytča";21;39;60
2020-12-21;"Okres Čadca";63;125;188
2020-12-21;"Okres Detva";6;58;64
2020-12-21;"Okres Dolný Kubín";16;28;44
2020-12-21;"Okres Dunajská Streda";17;87;104
2020-12-21;"Okres Galanta";23;84;107
2020-12-21;"Okres Gelnica";16;29;45
2020-12-21;"Okres Hlohovec";36;122;158
2020-12-21;"Okres Humenné";34;46;80
2020-12-21;"Okres Ilava";25;57;82
2020-12-21;"Okres Kežmarok";11;22;33
2020-12-21;"Okres Komárno";8;55;63
2020-12-21;"Okres Košice - okolie";77;267;344
2020-12-21;"Okres Košice I";14;63;77
2020-12-21;"Okres Košice II";17;63;80
2020-12-21;"Okres Košice III";8;16;24
2020-12-21;"Okres Košice IV";1;35;36
2020-12-21;"Okres Krupina";8;50;58
2020-12-21;"Okres Kysucké Nové Mesto";41;47;88
2020-12-21;"Okres Levice";7;45;52
2020-12-21;"Okres Levoča";13;22;35
2020-12-21;"Okres Liptovský Mikuláš";19;46;65
2020-12-21;"Okres Lučenec";75;123;198
2020-12-21;"Okres Malacky";27;139;166
2020-12-21;"Okres Martin";95;287;382
2020-12-21;"Okres Medzilaborce";7;7;14
2020-12-21;"Okres Michalovce";35;131;166
2020-12-21;"Okres Myjava";41;92;133
2020-12-21;"Okres Námestovo";15;26;41
2020-12-21;"Okres Nitra";32;131;163
2020-12-21;"Okres Nové Mesto nad Váhom";26;101;127
2020-12-21;"Okres Nové Zámky";49;118;167
2020-12-21;"Okres Partizánske";7;16;23
2020-12-21;"Okres Pezinok";19;155;174
2020-12-21;"Okres Piešťany";46;127;173
2020-12-21;"Okres Poltár";5;17;22
2020-12-21;"Okres Poprad";25;90;115
2020-12-21;"Okres Považská Bystrica";13;40;53
2020-12-21;"Okres Prešov";173;552;725
2020-12-21;"Okres Prievidza";42;106;148
2020-12-21;"Okres Púchov";6;13;19
2020-12-21;"Okres Revúca";52;32;84
2020-12-21;"Okres Rimavská Sobota";30;24;54
2020-12-21;"Okres Rožňava";6;20;26
2020-12-21;"Okres Ružomberok";36;90;126
2020-12-21;"Okres Sabinov";36;129;165
2020-12-21;"Okres Senec";55;248;303
2020-12-21;"Okres Senica";23;59;82
2020-12-21;"Okres Skalica";11;37;48
2020-12-21;"Okres Snina";7;48;55
2020-12-21;"Okres Sobrance";7;21;28
2020-12-21;"Okres Spišská Nová Ves";68;138;206
2020-12-21;"Okres Stará Ľubovňa";40;124;164
2020-12-21;"Okres Stropkov";16;40;56
2020-12-21;"Okres Svidník";37;86;123
2020-12-21;"Okres Šaľa";9;32;41
2020-12-21;"Okres Topoľčany";19;51;70
2020-12-21;"Okres Trebišov";76;185;261
2020-12-21;"Okres Trenčín";69;312;381
2020-12-21;"Okres Trnava";123;364;487
2020-12-21;"Okres Turčianske Teplice";7;18;25
2020-12-21;"Okres Tvrdošín";20;46;66
2020-12-21;"Okres Veľký Krtíš";13;21;34
2020-12-21;"Okres Vranov nad Topľou";40;124;164
2020-12-21;"Okres Zlaté Moravce";8;11;19
2020-12-21;"Okres Zvolen";43;222;265
2020-12-21;"Okres Žarnovica";1;30;31
2020-12-21;"Okres Žiar nad Hronom";11;53;64
2020-12-21;"Okres Žilina";85;297;382
2020-12-21;"Zahraničie";0;1;1
2020-12-21;NA;98;533;631
2020-12-20;"Neznáme";62;184;246
2020-12-20;"Okres Bánovce nad Bebravou";12;34;46
2020-12-20;"Okres Banská Bystrica";66;177;243
2020-12-20;"Okres Banská Štiavnica";2;2;4
2020-12-20;"Okres Bardejov";36;120;156
2020-12-20;"Okres Bratislava I";10;142;152
2020-12-20;"Okres Bratislava II";21;277;298
2020-12-20;"Okres Bratislava III";20;226;246
