Dátum;Okres;Po?et pozitívnych prípadov za daný de?;Denna incidencia;
11.11.20;Svidník;11;33,77963395;
11.11.20;Ša?a;14;27,08716262;
11.11.20;Topo??any;32;45,62856919;
11.11.20;Trebišov;38;36,06921493;
11.11.20;Tren?ín;61;53,26440977;
11.11.20;Trnava;36;27,17914454;
11.11.20;Tur?ianske Teplice;7;44,0695039;
11.11.20;Tvrdošín;7;19,34770591;
11.11.20;Ve?ký Krtíš;12;27,60334;
11.11.20;Vranov nad Top?ou;53;65,62126624;
11.11.20;Zlaté Moravce;10;24,64723643;
11.11.20;Zvolen;30;43,63096926;
11.11.20;Žarnovica;16;61,17961954;
11.11.20;Žiar nad Hronom;11;23,47342701;
11.11.20;Žilina;139;87,95074758;
12.11.2020;Bánovce nad Bebravou;18;49,61206124;
12.11.2020;Banská Bystrica;57;51,43081428;
12.11.2020;Banská Štiavnica;5;31,08292926;
12.11.2020;Bardejov;26;33,43148474;
12.11.2020;Bratislava;97;14,37032779;
12.11.2020;Brezno;29;47,1932237;
12.11.2020;Byt?a;10;32,34466475;
12.11.2020;?adca;91;101,0213144;
12.11.2020;Detva;13;40,56035693;
12.11.2020;Dolný Kubín;4;10,13774663;
12.11.2020;Dunajská Streda;31;25,33549094;
12.11.2020;Galanta;35;37,20396275;
12.11.2020;Gelnica;2;6,275888038;
12.11.2020;Hlohovec;9;19,99444599;
12.11.2020;Humenné;43;69,37106259;
12.11.2020;Ilava;34;57,44456177;
12.11.2020;Kežmarok;32;42,53339536;
12.11.2020;Komárno;42;41,29326576;
12.11.2020;Košice;41;17,17817115;
12.11.2020;Košice - okolie;22;16,98271237;
12.11.2020;Krupina;7;31,55711838;
12.11.2020;Kysucké Nové Mesto;13;39,49687063;
12.11.2020;Levice;26;23,46062225;
12.11.2020;Levo?a;12;35,60619548;
12.11.2020;Liptovský Mikuláš;37;51,20363131;
12.11.2020;Lu?enec;12;16,33408652;
12.11.2020;Malacky;15;20,18217779;
12.11.2020;Martin;48;49,82457597;
12.11.2020;Medzilaborce;6;50,66925643;
12.11.2020;Michalovce;38;34,32545955;
12.11.2020;Myjava;5;18,97101229;
12.11.2020;Námestovo;12;19,14990385;
12.11.2020;Nitra;81;50,13617232;
12.11.2020;Nové Mesto nad Váhom;18;28,77536828;
12.11.2020;Nové Zámky;58;41,72526789;
12.11.2020;Partizánske;37;81,14657923;
12.11.2020;Pezinok;14;21,49052115;
12.11.2020;Pieš?any;21;33,43815931;
12.11.2020;Poltár;6;27,94466955;
12.11.2020;Poprad;48;45,75197663;
12.11.2020;Považská Bystrica;33;52,85200637;
12.11.2020;Prešov;63;35,87505232;
12.11.2020;Prievidza;92;68,66722148;
12.11.2020;Púchov;23;51,90760446;
12.11.2020;Revúca;6;15,1375626;
12.11.2020;Rimavská Sobota;41;48,7173089;
12.11.2020;Rož?ava;27;43,40242893;
12.11.2020;Ružomberok;30;52,90818666;
12.11.2020;Sabinov;24;39,65729488;
12.11.2020;Senec;15;16,69783596;
12.11.2020;Senica;8;13,23495351;
12.11.2020;Skalica;19;40,33584902;
12.11.2020;Snina;7;19,3154068;
12.11.2020;Sobrance;5;21,91156492;
12.11.2020;Spišská Nová Ves;17;17,0400441;
12.11.2020;Stará ?ubov?a;54;100,0861853;
12.11.2020;Stropkov;6;29,2226768;
12.11.2020;Svidník;6;18,42525488;
12.11.2020;Ša?a;11;21,28277063;
12.11.2020;Topo??any;26;37,07321247;
12.11.2020;Trebišov;40;37,96759466;
12.11.2020;Tren?ín;64;55,88397091;
12.11.2020;Trnava;39;29,44407325;
12.11.2020;Tur?ianske Teplice;2;12,59128683;
12.11.2020;Tvrdošín;7;19,34770591;
12.11.2020;Ve?ký Krtíš;4;9,201113335;
12.11.2020;Vranov nad Top?ou;70;86,66959692;
12.11.2020;Zlaté Moravce;12;29,57668371;
12.11.2020;Zvolen;26;37,81350669;
12.11.2020;Žarnovica;3;11,47117866;
12.11.2020;Žiar nad Hronom;9;19,20553119;
12.11.2020;Žilina;80;50,6191353;
13.11.2020;Bánovce nad Bebravou;14;38,58715874;
13.11.2020;Banská Bystrica;32;28,87343959;
13.11.2020;Banská Štiavnica;13;80,81561606;
13.11.2020;Bardejov;33;42,4322691;
13.11.2020;Bratislava;63;9,333305679;
13.11.2020;Brezno;16;26,03764066;
13.11.2020;Byt?a;14;45,28253065;
13.11.2020;?adca;29;32,19360568;
13.11.2020;Detva;12;37,44032947;
13.11.2020;Dolný Kubín;8;20,27549326;
13.11.2020;Dunajská Streda;107;87,44830743;
13.11.2020;Galanta;23;24,44831838;
13.11.2020;Gelnica;3;9,413832057;
13.11.2020;Hlohovec;6;13,32963066;
13.11.2020;Humenné;21;33,87889103;
13.11.2020;Ilava;39;65,89229145;
13.11.2020;Kežmarok;39;51,8375756;
13.11.2020;Komárno;14;13,76442192;
13.11.2020;Košice;67;28,07164554;
13.11.2020;Košice - okolie;19;14,66688796;
13.11.2020;Krupina;2;9,016319538;
13.11.2020;Kysucké Nové Mesto;15;45,57331227;
13.11.2020;Levice;10;9,023316249;
13.11.2020;Levo?a;18;53,40929322;
13.11.2020;Liptovský Mikuláš;4;5,535527709;
13.11.2020;Lu?enec;14;19,05643427;
13.11.2020;Malacky;12;16,14574223;
13.11.2020;Martin;19;19,72222799;
13.11.2020;Medzilaborce;2;16,88975214;
13.11.2020;Michalovce;17;15,35612664;
13.11.2020;Myjava;12;45,5304295;
13.11.2020;Námestovo;8;12,76660257;
13.11.2020;Nitra;97;60,03961377;
13.11.2020;Nové Mesto nad Váhom;28;44,761684;
13.11.2020;Nové Zámky;47;33,81185501;
13.11.2020;Partizánske;6;13,15890474;
13.11.2020;Pezinok;7;10,74526057;
13.11.2020;Pieš?any;25;39,80733251;
13.11.2020;Poltár;5;23,28722463;
13.11.2020;Poprad;48;45,75197663;
13.11.2020;Považská Bystrica;69;110,5087406;
13.11.2020;Prešov;114;64,91676134;
13.11.2020;Prievidza;22;16,42042253;
13.11.2020;Púchov;49;110,585766;
13.11.2020;Revúca;4;10,0917084;
13.11.2020;Rimavská Sobota;25;29,70567616;
13.11.2020;Rož?ava;6;9,644984206;
13.11.2020;Ružomberok;26;45,85376177;
13.11.2020;Sabinov;28;46,26684402;
13.11.2020;Senec;12;13,35826877;
13.11.2020;Senica;11;18,19806108;
13.11.2020;Skalica;17;36,08997017;
13.11.2020;Snina;20;55,18687656;
13.11.2020;Sobrance;4;17,52925194;
13.11.2020;Spišská Nová Ves;56;56,13190999;
13.11.2020;Stará ?ubov?a;11;20,38792664;
13.11.2020;Stropkov;4;19,48178453;
13.11.2020;Svidník;15;46,06313721;
13.11.2020;Ša?a;8;15,47837864;
13.11.2020;Topo??any;23;32,7955341;
13.11.2020;Trebišov;35;33,22164533;
13.11.2020;Tren?ín;69;60,24990613;
13.11.2020;Trnava;30;22,64928711;
13.11.2020;Tur?ianske Teplice;2;12,59128683;
13.11.2020;Tvrdošín;3;8,291873964;
13.11.2020;Ve?ký Krtíš;1;2,300278334;
13.11.2020;Vranov nad Top?ou;42;52,00175815;
13.11.2020;Zlaté Moravce;11;27,11196007;
13.11.2020;Zvolen;10;14,54365642;
13.11.2020;Žarnovica;5;19,11863111;
13.11.2020;Žiar nad Hronom;18;38,41106239;
13.11.2020;Žilina;53;33,53517714;
14.11.2020;Bánovce nad Bebravou;10;27,56225625;
14.11.2020;Banská Bystrica;23;20,75278471;
14.11.2020;Banská Štiavnica;1;6,216585851;
14.11.2020;Bardejov;25;32,14565841;
14.11.2020;Bratislava;39;5,777760658;
14.11.2020;Brezno;16;26,03764066;
14.11.2020;Byt?a;15;48,51699712;
14.11.2020;?adca;16;17,76198934;
14.11.2020;Detva;2;6,240054912;
14.11.2020;Dunajská Streda;41;33,50822995;
14.11.2020;Galanta;7;7,440792551;
14.11.2020;Gelnica;39;122,3798167;
14.11.2020;Hlohovec;11;24,43765621;
14.11.2020;Humenné;1;1,613280525;
14.11.2020;Ilava;22;37,17001056;
14.11.2020;Kežmarok;42;55,82508141;
14.11.2020;Komárno;18;17,6971139;
14.11.2020;Košice;49;20,53000943;
14.11.2020;Košice - okolie;13;10,03523913;
14.11.2020;Krupina;1;4,508159769;
14.11.2020;Kysucké Nové Mesto;13;39,49687063;
14.11.2020;Levice;12;10,8279795;
14.11.2020;Levo?a;31;91,98267165;
14.11.2020;Liptovský Mikuláš;44;60,8908048;
14.11.2020;Lu?enec;1;1,361173876;
14.11.2020;Malacky;1;1,345478519;
14.11.2020;Martin;57;59,16668397;
14.11.2020;Michalovce;24;21,67923761;
14.11.2020;Námestovo;2;3,191650642;
14.11.2020;Nitra;54;33,42411488;
14.11.2020;Nové Mesto nad Váhom;17;27,17673671;
14.11.2020;Nové Zámky;10;7,194011705;
14.11.2020;Partizánske;19;41,66986501;
14.11.2020;Pezinok;4;6,140148899;
14.11.2020;Pieš?any;3;4,776879901;
14.11.2020;Poltár;1;4,657444926;
14.11.2020;Poprad;39;37,17348101;
14.11.2020;Považská Bystrica;48;76,87564564;
14.11.2020;Prešov;24;13,6666866;
14.11.2020;Prievidza;33;24,63063379;
14.11.2020;Púchov;31;69,96242341;
14.11.2020;Revúca;1;2,5229271;
14.11.2020;Rimavská Sobota;2;2,376454093;
14.11.2020;Rož?ava;14;22,50496315;
14.11.2020;Ružomberok;2;3,527212444;
14.11.2020;Sabinov;18;29,74297116;
14.11.2020;Senec;9;10,01870158;
14.11.2020;Senica;2;3,308738378;
14.11.2020;Snina;1;2,759343828;
14.11.2020;Sobrance;8;35,05850388;
14.11.2020;Spišská Nová Ves;38;38,08951035;
14.11.2020;Stará ?ubov?a;37;68,57757143;
14.11.2020;Stropkov;14;68,18624586;
14.11.2020;Svidník;15;46,06313721;
14.11.2020;Ša?a;6;11,60878398;
14.11.2020;Topo??any;13;18,53660623;
14.11.2020;Trebišov;49;46,51030346;
14.11.2020;Tren?ín;10;8,731870454;
14.11.2020;Trnava;22;16,60947722;
14.11.2020;Tur?ianske Teplice;2;12,59128683;
14.11.2020;Tvrdošín;1;2,763957988;
14.11.2020;Vranov nad Top?ou;14;17,33391938;
14.11.2020;Zlaté Moravce;1;2,464723643;
14.11.2020;Zvolen;23;33,45040977;
14.11.2020;Žarnovica;2;7,647452442;
14.11.2020;Žilina;37;23,41135008;
15.11.2020;Bánovce nad Bebravou;1;2,756225625;
15.11.2020;Banská Bystrica;16;14,4367198;
15.11.2020;Bardejov;3;3,857479009;
15.11.2020;Bratislava;33;4,888874403;
15.11.2020;Brezno;7;11,39146779;
15.11.2020;?adca;31;34,41385435;
15.11.2020;Detva;7;21,84019219;
15.11.2020;Dunajská Streda;14;11,44183462;
15.11.2020;Galanta;3;3,188911093;
15.11.2020;Gelnica;1;3,137944019;
15.11.2020;Humenné;10;16,13280525;
15.11.2020;Ilava;39;65,89229145;
15.11.2020;Kežmarok;1;1,329168605;
15.11.2020;Košice;5;2,094898921;
15.11.2020;Košice - okolie;1;0,771941471;
15.11.2020;Krupina;1;4,508159769;
15.11.2020;Kysucké Nové Mesto;4;12,15288327;
15.11.2020;Levo?a;1;2,967182957;
15.11.2020;Liptovský Mikuláš;2;2,767763854;
15.11.2020;Malacky;2;2,690957039;
15.11.2020;Martin;17;17,64620399;
15.11.2020;Michalovce;2;1,806603134;
15.11.2020;Námestovo;1;1,595825321;
15.11.2020;Nitra;1;0,61896509;
15.11.2020;Nové Mesto nad Váhom;7;11,190421;
15.11.2020;Nové Zámky;7;5,035808193;
15.11.2020;Partizánske;2;4,38630158;
15.11.2020;Pezinok;5;7,675186123;
15.11.2020;Pieš?any;2;3,184586601;
15.11.2020;Poprad;9;8,578495618;
15.11.2020;Považská Bystrica;3;4,804727852;
15.11.2020;Prešov;11;6,263898024;
15.11.2020;Prievidza;11;8,210211264;
15.11.2020;Púchov;3;6,770557104;
15.11.2020;Ružomberok;6;10,58163733;
15.11.2020;Senec;7;7,792323448;
15.11.2020;Skalica;1;2,122939422;
15.11.2020;Snina;6;16,55606297;
15.11.2020;Sobrance;1;4,382312985;
15.11.2020;Spišská Nová Ves;4;4,009422142;
15.11.2020;Stará ?ubov?a;3;5,560343629;
15.11.2020;Stropkov;4;19,48178453;
15.11.2020;Svidník;2;6,141751628;
15.11.2020;Topo??any;3;4,277678361;
15.11.2020;Trebišov;1;0,949189866;
15.11.2020;Tren?ín;43;37,54704295;
15.11.2020;Trnava;3;2,264928711;
15.11.2020;Vranov nad Top?ou;136;168,3866455;
15.11.2020;Zlaté Moravce;3;7,394170929;
15.11.2020;Zvolen;20;29,08731284;
15.11.2020;Žiar nad Hronom;1;2,13394791;
15.11.2020;Žilina;2;1,265478382;
16.11.2020;Bánovce nad Bebravou;13;35,83093312;
16.11.2020;Banská Bystrica;30;27,06884962;
16.11.2020;Banská Štiavnica;1;6,216585851;
16.11.2020;Bardejov;3;3,857479009;
16.11.2020;Bratislava;54;7,999976296;
16.11.2020;Brezno;15;24,41028812;
16.11.2020;Byt?a;8;25,8757318;
16.11.2020;?adca;18;19,98223801;
16.11.2020;Detva;12;37,44032947;
16.11.2020;Dunajská Streda;10;8,172739012;
16.11.2020;Galanta;21;22,32237765;
16.11.2020;Gelnica;5;15,6897201;
16.11.2020;Hlohovec;22;48,87531241;
16.11.2020;Humenné;3;4,839841576;
16.11.2020;Ilava;7;11,82682154;
16.11.2020;Kežmarok;18;23,92503489;
16.11.2020;Komárno;28;27,52884384;
16.11.2020;Košice;37;15,50225202;
16.11.2020;Košice - okolie;24;18,52659531;
16.11.2020;Krupina;1;4,508159769;
16.11.2020;Kysucké Nové Mesto;21;63,80263718;
16.11.2020;Levice;8;7,218652999;
16.11.2020;Levo?a;12;35,60619548;
16.11.2020;Liptovský Mikuláš;59;81,6490337;
16.11.2020;Lu?enec;17;23,1399559;
16.11.2020;Malacky;5;6,727392597;
16.11.2020;Martin;33;34,25439598;
16.11.2020;Medzilaborce;1;8,444876071;
16.11.2020;Michalovce;15;13,54952351;
16.11.2020;Myjava;59;223,8579451;
16.11.2020;Námestovo;5;7,979126605;
16.11.2020;Nitra;48;29,71032434;
16.11.2020;Nové Mesto nad Váhom;9;14,38768414;
16.11.2020;Nové Zámky;16;11,51041873;
16.11.2020;Partizánske;10;21,9315079;
16.11.2020;Pezinok;3;4,605111674;
16.11.2020;Pieš?any;17;27,06898611;
16.11.2020;Poltár;2;9,314889851;
16.11.2020;Poprad;27;25,73548685;
16.11.2020;Považská Bystrica;26;41,64097472;
16.11.2020;Prešov;94;53,52785584;
16.11.2020;Prievidza;50;37,31914211;
16.11.2020;Púchov;22;49,6507521;
16.11.2020;Rimavská Sobota;2;2,376454093;
16.11.2020;Rož?ava;2;3,214994735;
16.11.2020;Ružomberok;15;26,45409333;
16.11.2020;Sabinov;34;56,18116774;
16.11.2020;Senec;20;22,26378128;
16.11.2020;Senica;19;31,43301459;
16.11.2020;Skalica;29;61,56524324;
16.11.2020;Sobrance;3;13,14693895;
16.11.2020;Spišská Nová Ves;13;13,03062196;
16.11.2020;Stará ?ubov?a;4;7,413791506;
16.11.2020;Stropkov;7;34,09312293;
16.11.2020;Svidník;9;27,63788232;
16.11.2020;Ša?a;9;17,41317597;
16.11.2020;Topo??any;28;39,92499804;
16.11.2020;Trebišov;15;14,237848;
16.11.2020;Tren?ín;49;42,78616522;
16.11.2020;Trnava;69;52,09336036;
16.11.2020;Tur?ianske Teplice;1;6,295643415;
16.11.2020;Tvrdošín;12;33,16749585;
16.11.2020;Ve?ký Krtíš;1;2,300278334;
16.11.2020;Vranov nad Top?ou;14;17,33391938;
16.11.2020;Zlaté Moravce;2;4,929447286;
16.11.2020;Zvolen;12;17,4523877;
16.11.2020;Žiar nad Hronom;13;27,74132283;
16.11.2020;Žilina;55;34,80065552;
17.11.2020;Bánovce nad Bebravou;17;46,85583562;
17.11.2020;Banská Bystrica;15;13,53442481;
17.11.2020;Bardejov;40;51,43305345;
17.11.2020;Bratislava;78;11,55552132;
17.11.2020;Brezno;16;26,03764066;
17.11.2020;Byt?a;2;6,46893295;
17.11.2020;?adca;60;66,60746004;
17.11.2020;Detva;3;9,360082369;
17.11.2020;Dolný Kubín;10;25,34436658;
17.11.2020;Dunajská Streda;113;92,35195083;
17.11.2020;Galanta;5;5,314851822;
17.11.2020;Gelnica;6;18,82766411;
17.11.2020;Hlohovec;2;4,443210219;
17.11.2020;Humenné;23;37,10545208;
17.11.2020;Ilava;23;38,85955649;
17.11.2020;Kežmarok;22;29,24170931;
17.11.2020;Komárno;39;38,34374677;
17.11.2020;Košice;41;17,17817115;
17.11.2020;Košice - okolie;13;10,03523913;
17.11.2020;Krupina;1;4,508159769;
17.11.2020;Kysucké Nové Mesto;11;33,420429;
17.11.2020;Levice;16;14,437306;
17.11.2020;Levo?a;13;38,57337843;
17.11.2020;Lu?enec;1;1,361173876;
17.11.2020;Malacky;2;2,690957039;
17.11.2020;Martin;4;4,152047998;
17.11.2020;Medzilaborce;1;8,444876071;
17.11.2020;Michalovce;15;13,54952351;
17.11.2020;Myjava;2;7,588404917;
17.11.2020;Námestovo;9;14,36242789;
17.11.2020;Nitra;81;50,13617232;
17.11.2020;Nové Mesto nad Váhom;19;30,37399986;
17.11.2020;Nové Zámky;23;16,54622692;
17.11.2020;Partizánske;13;28,51096027;
17.11.2020;Pezinok;10;15,35037225;
17.11.2020;Pieš?any;2;3,184586601;
17.11.2020;Poprad;60;57,18997079;
17.11.2020;Považská Bystrica;46;73,67249373;
17.11.2020;Prešov;34;19,36113935;
17.11.2020;Prievidza;16;11,94212547;
17.11.2020;Púchov;29;65,44871867;
17.11.2020;Revúca;3;7,5687813;
17.11.2020;Rimavská Sobota;4;4,752908186;
17.11.2020;Rož?ava;5;8,037486839;
17.11.2020;Ružomberok;13;22,92688089;
17.11.2020;Sabinov;13;21,48103472;
17.11.2020;Senec;18;20,03740315;
17.11.2020;Senica;2;3,308738378;
17.11.2020;Snina;50;137,9671914;
17.11.2020;Sobrance;4;17,52925194;
17.11.2020;Spišská Nová Ves;28;28,06595499;
17.11.2020;Stará ?ubov?a;32;59,31033205;
17.11.2020;Stropkov;43;209,4291837;
17.11.2020;Svidník;13;39,92138558;
17.11.2020;Ša?a;12;23,21756796;
17.11.2020;Topo??any;1;1,425892787;
17.11.2020;Trebišov;40;37,96759466;
17.11.2020;Tren?ín;57;49,77166159;
17.11.2020;Trnava;5;3,774881186;
17.11.2020;Tvrdošín;1;2,763957988;
17.11.2020;Ve?ký Krtíš;1;2,300278334;
17.11.2020;Vranov nad Top?ou;3;3,714411297;
17.11.2020;Zlaté Moravce;6;14,78834186;
17.11.2020;Zvolen;2;2,908731284;
17.11.2020;Žarnovica;4;15,29490488;
17.11.2020;Žiar nad Hronom;2;4,267895821;
17.11.2020;Žilina;13;8,225609486;
18.11.2020;Bánovce nad Bebravou;12;33,0747075;
18.11.2020;Banská Bystrica;26;23,45966967;
18.11.2020;Banská Štiavnica;2;12,4331717;
18.11.2020;Bardejov;4;5,143305345;
18.11.2020;Bratislava;67;9,925896516;
18.11.2020;Brezno;16;26,03764066;
18.11.2020;Byt?a;17;54,98593007;
18.11.2020;?adca;39;43,29484902;
18.11.2020;Detva;15;46,80041184;
18.11.2020;Dolný Kubín;10;25,34436658;
18.11.2020;Dunajská Streda;31;25,33549094;
18.11.2020;Galanta;41;43,58178494;
18.11.2020;Gelnica;10;31,37944019;
18.11.2020;Hlohovec;9;19,99444599;
18.11.2020;Humenné;2;3,226561051;
18.11.2020;Ilava;30;50,68637804;
18.11.2020;Kežmarok;24;31,90004652;
18.11.2020;Komárno;39;38,34374677;
18.11.2020;Košice;37;15,50225202;
18.11.2020;Košice - okolie;15;11,57912207;
18.11.2020;Krupina;4;18,03263908;
18.11.2020;Kysucké Nové Mesto;24;72,91729963;
18.11.2020;Levice;4;3,6093265;
18.11.2020;Levo?a;9;26,70464661;
18.11.2020;Liptovský Mikuláš;35;48,43586745;
18.11.2020;Lu?enec;15;20,41760815;
18.11.2020;Malacky;33;44,40079114;
18.11.2020;Martin;102;105,8772239;
18.11.2020;Medzilaborce;2;16,88975214;
18.11.2020;Michalovce;2;1,806603134;
18.11.2020;Myjava;6;22,76521475;
18.11.2020;Námestovo;6;9,574951926;
18.11.2020;Nitra;32;19,80688289;
18.11.2020;Nové Mesto nad Váhom;20;31,97263143;
18.11.2020;Nové Zámky;68;48,91927959;
18.11.2020;Partizánske;9;19,73835711;
18.11.2020;Pezinok;5;7,675186123;
18.11.2020;Pieš?any;30;47,76879901;
18.11.2020;Poltár;3;13,97233478;
18.11.2020;Poprad;26;24,78232067;
18.11.2020;Považská Bystrica;42;67,26618993;
18.11.2020;Prešov;109;62,06953496;
18.11.2020;Prievidza;13;9,702976948;
18.11.2020;Púchov;26;58,67816157;
18.11.2020;Revúca;2;5,0458542;
18.11.2020;Rimavská Sobota;27;32,08213025;
18.11.2020;Ružomberok;29;51,14458044;
18.11.2020;Sabinov;26;42,96206945;
18.11.2020;Senec;13;14,47145783;
18.11.2020;Senica;22;36,39612216;
18.11.2020;Skalica;63;133,7451836;
18.11.2020;Snina;5;13,79671914;
18.11.2020;Spišská Nová Ves;43;43,10128803;
18.11.2020;Stará ?ubov?a;4;7,413791506;
18.11.2020;Stropkov;18;87,66803039;
18.11.2020;Svidník;5;15,35437907;
18.11.2020;Ša?a;18;34,82635194;
18.11.2020;Topo??any;18;25,66607017;
18.11.2020;Trebišov;15;14,237848;
18.11.2020;Tren?ín;75;65,4890284;
18.11.2020;Trnava;39;29,44407325;
18.11.2020;Tur?ianske Teplice;3;18,88693024;
18.11.2020;Tvrdošín;1;2,763957988;
18.11.2020;Ve?ký Krtíš;3;6,900835001;
18.11.2020;Vranov nad Top?ou;36;44,57293556;
18.11.2020;Zlaté Moravce;9;22,18251279;
18.11.2020;Zvolen;32;46,53970055;
18.11.2020;Žarnovica;3;11,47117866;
18.11.2020;Žiar nad Hronom;5;10,66973955;
18.11.2020;Žilina;80;50,6191353;
19.11.2020;Bánovce nad Bebravou;12;33,0747075;
19.11.2020;Banská Bystrica;18;16,24130977;
19.11.2020;Banská Štiavnica;8;49,73268681;
19.11.2020;Bardejov;26;33,43148474;
19.11.2020;Bratislava;130;19,25920219;
19.11.2020;Brezno;29;47,1932237;
19.11.2020;Byt?a;6;19,40679885;
19.11.2020;?adca;34;37,74422735;
19.11.2020;Detva;22;68,64060404;
19.11.2020;Dolný Kubín;15;38,01654987;
19.11.2020;Dunajská Streda;59;48,21916017;
19.11.2020;Galanta;30;31,88911093;
19.11.2020;Gelnica;3;9,413832057;
19.11.2020;Hlohovec;3;6,664815329;
19.11.2020;Humenné;30;48,39841576;
19.11.2020;Ilava;32;54,0654699;
19.11.2020;Kežmarok;26;34,55838373;
19.11.2020;Komárno;24;23,59615186;
19.11.2020;Košice;61;25,55776684;
19.11.2020;Košice - okolie;26;20,07047826;
19.11.2020;Krupina;2;9,016319538;
19.11.2020;Kysucké Nové Mesto;6;18,22932491;
19.11.2020;Levice;15;13,53497437;
19.11.2020;Levo?a;28;83,08112278;
19.11.2020;Liptovský Mikuláš;50;69,19409636;
19.11.2020;Lu?enec;9;12,25056489;
19.11.2020;Malacky;6;8,072871117;
19.11.2020;Martin;41;42,55849198;
19.11.2020;Medzilaborce;1;8,444876071;
19.11.2020;Michalovce;32;28,90565015;
19.11.2020;Myjava;7;26,55941721;
19.11.2020;Námestovo;12;19,14990385;
19.11.2020;Nitra;54;33,42411488;
19.11.2020;Nové Mesto nad Váhom;49;78,332947;
19.11.2020;Nové Zámky;20;14,38802341;
19.11.2020;Partizánske;14;30,70411106;
19.11.2020;Pezinok;6;9,210223348;
19.11.2020;Pieš?any;9;14,3306397;
19.11.2020;Poltár;2;9,314889851;
19.11.2020;Poprad;37;35,26714865;
19.11.2020;Považská Bystrica;32;51,25043042;
19.11.2020;Prešov;84;47,83340309;
19.11.2020;Prievidza;69;51,50041611;
19.11.2020;Púchov;41;92,53094709;
19.11.2020;Revúca;4;10,0917084;
19.11.2020;Rimavská Sobota;15;17,8234057;
19.11.2020;Rož?ava;5;8,037486839;
19.11.2020;Ružomberok;28;49,38097422;
19.11.2020;Sabinov;19;31,39535844;
19.11.2020;Senec;31;34,50886098;
19.11.2020;Senica;5;8,271845945;
19.11.2020;Skalica;26;55,19642497;
19.11.2020;Snina;19;52,42753273;
19.11.2020;Sobrance;4;17,52925194;
19.11.2020;Spišská Nová Ves;32;32,07537714;
19.11.2020;Stará ?ubov?a;34;63,0172278;
19.11.2020;Stropkov;6;29,2226768;
19.11.2020;Svidník;22;67,5592679;
19.11.2020;Ša?a;19;36,76114927;
19.11.2020;Topo??any;47;67,01696099;
19.11.2020;Trebišov;43;40,81516426;
19.11.2020;Tren?ín;60;52,39122272;
19.11.2020;Trnava;25;18,87440593;
19.11.2020;Tur?ianske Teplice;7;44,0695039;
19.11.2020;Tvrdošín;10;27,63957988;
19.11.2020;Ve?ký Krtíš;11;25,30306167;
19.11.2020;Vranov nad Top?ou;27;33,42970167;
19.11.2020;Zlaté Moravce;6;14,78834186;
19.11.2020;Zvolen;22;31,99604413;
19.11.2020;Žarnovica;8;30,58980977;
19.11.2020;Žiar nad Hronom;20;42,67895821;
19.11.2020;Žilina;43;27,20778522;
20.11.2020;Bánovce nad Bebravou;10;27,56225625;
20.11.2020;Banská Bystrica;23;20,75278471;
20.11.2020;Banská Štiavnica;4;24,8663434;
20.11.2020;Bardejov;16;20,57322138;
20.11.2020;Bratislava;87;12,8888507;
20.11.2020;Brezno;13;21,15558304;
20.11.2020;Byt?a;14;45,28253065;
20.11.2020;?adca;49;54,39609236;
20.11.2020;Detva;6;18,72016474;
20.11.2020;Dolný Kubín;1;2,534436658;
20.11.2020;Dunajská Streda;90;73,55465111;
20.11.2020;Galanta;33;35,07802202;
20.11.2020;Gelnica;4;12,55177608;
20.11.2020;Hlohovec;11;24,43765621;
20.11.2020;Humenné;27;43,55857418;
20.11.2020;Ilava;32;54,0654699;
20.11.2020;Kežmarok;14;18,60836047;
20.11.2020;Komárno;21;20,64663288;
20.11.2020;Košice;48;20,11102964;
20.11.2020;Košice - okolie;16;12,35106354;
20.11.2020;Krupina;2;9,016319538;
20.11.2020;Kysucké Nové Mesto;20;60,76441636;
20.11.2020;Levice;15;13,53497437;
20.11.2020;Levo?a;14;41,54056139;
20.11.2020;Liptovský Mikuláš;17;23,52599276;
20.11.2020;Lu?enec;13;17,69526039;
20.11.2020;Malacky;2;2,690957039;
20.11.2020;Martin;37;38,40644398;
20.11.2020;Medzilaborce;1;8,444876071;
20.11.2020;Michalovce;29;26,19574545;
20.11.2020;Myjava;9;34,14782213;
20.11.2020;Námestovo;5;7,979126605;
20.11.2020;Nitra;112;69,32409012;
20.11.2020;Nové Mesto nad Váhom;8;12,78905257;
20.11.2020;Nové Zámky;47;33,81185501;
20.11.2020;Partizánske;11;24,12465869;
20.11.2020;Pezinok;8;12,2802978;
20.11.2020;Pieš?any;24;38,21503921;
20.11.2020;Poltár;2;9,314889851;
20.11.2020;Poprad;43;40,98614573;
20.11.2020;Považská Bystrica;69;110,5087406;
20.11.2020;Prešov;72;41,00005979;
20.11.2020;Prievidza;45;33,5872279;
20.11.2020;Púchov;65;146,6954039;
20.11.2020;Revúca;2;5,0458542;
20.11.2020;Rimavská Sobota;10;11,88227046;
20.11.2020;Rož?ava;3;4,822492103;
20.11.2020;Ružomberok;20;35,27212444;
20.11.2020;Sabinov;10;16,52387287;
20.11.2020;Senec;21;23,37697034;
20.11.2020;Senica;13;21,50679946;
20.11.2020;Skalica;21;44,58172786;
20.11.2020;Snina;58;160,041942;
20.11.2020;Sobrance;2;8,76462597;
20.11.2020;Spišská Nová Ves;60;60,14133213;
20.11.2020;Stará ?ubov?a;36;66,72412355;
